Species,r_value,p_value,stError,euclidean,distribution
Chloracidobacterium thermophilum,0.8141,0.0,2e-05,0.116,uniform
Acidovorax avenae,0.9787,0.0,0.0,0.019,uniform
Glaciecola sp,0.8864,0.0,0.0,0.01,uniform
Bacteroides salanitronis,0.9411,0.0,0.0,0.007,uniform
Cellulophaga lytica,0.8496,0.0,0.0,0.004,uniform
Deinococcus proteolyticus,0.8735,0.0,2e-05,0.239,uniform
Sphaerochaeta globosa,0.9001,0.0,1e-05,0.03,uniform
Fluviicola taffensis,0.8979,0.0,0.0,0.003,uniform
Desulfurobacterium thermolithotrophum,0.9281,0.0,1e-05,0.074,uniform
Odoribacter splanchnicus,0.9377,0.0,0.0,0.003,uniform
Pseudopedobacter saltans,0.854,0.0,0.0,0.004,uniform
Rubinisphaera brasiliensis,0.7916,0.0,1e-05,0.015,uniform
Syntrophobotulus glycolicus,0.8877,0.0,1e-05,0.026,uniform
Nitrosomonas sp,0.9132,0.0,1e-05,0.047,uniform
Francisella cf,0.7897,0.0,2e-05,0.133,uniform
Lactobacillus amylovorus,0.9036,0.0,0.0,0.033,uniform
Carnobacterium sp,0.8183,0.0,0.0,0.007,uniform
Polymorphum gilvum,0.9217,0.0,1e-05,0.039,uniform
Burkholderia plantarii,0.9624,0.0,1e-05,0.07,uniform
Clostridium lentocellum,0.901,0.0,0.0,0.002,uniform
Marinomonas mediterranea,0.9182,0.0,0.0,0.006,uniform
Sphingobacterium sp,0.8549,0.0,0.0,0.002,uniform
Pseudomonas brassicacearum,0.8988,0.0,0.0,0.011,uniform
Prevotella denticola,0.8256,0.0,1e-05,0.011,uniform
Pseudonocardia dioxanivorans,0.9555,0.0,0.0,0.017,uniform
Burkholderia gladioli,0.8642,0.0,2e-05,0.059,uniform
Hippea maritima,0.9005,0.0,1e-05,0.086,uniform
Aeromonas veronii,0.8856,0.0,1e-05,0.022,uniform
Roseobacter litoralis,0.9595,0.0,0.0,0.034,uniform
Coriobacterium glomerans,0.8852,0.0,2e-05,0.088,uniform
Desulfobacca acetoxidans,0.8358,0.0,1e-05,0.04,uniform
Marinithermus hydrothermalis,0.9217,0.0,1e-05,0.222,uniform
Treponema succinifaciens,0.8395,0.0,1e-05,0.014,uniform
Selenomonas sputigena,0.7597,0.0,1e-05,0.008,uniform
Verrucosispora maris,0.9199,0.0,1e-05,0.02,uniform
Lactobacillus buchneri,0.8716,0.0,1e-05,0.045,uniform
Sphaerochaeta coccoides,0.9239,0.0,1e-05,0.108,uniform
Pusillimonas sp,0.8976,0.0,1e-05,0.029,uniform
Cellulomonas gilvus,0.7991,0.0,1e-05,0.045,uniform
Cellulomonas fimi,0.876,0.0,1e-05,0.027,uniform
Gallibacterium anatis,0.7412,0.0,1e-05,0.009,uniform
Thermodesulfatator indicus,0.944,0.0,1e-05,0.057,uniform
Porphyromonas asaccharolytica,0.9081,0.0,1e-05,0.01,uniform
Thermodesulfobium narugense,0.8372,0.0,2e-05,0.058,uniform
Haliscomenobacter hydrossis,0.8111,0.0,0.0,0.002,uniform
Treponema brennaborense,0.8796,0.0,1e-05,0.024,uniform
Pseudomonas fulva,0.9101,0.0,0.0,0.019,uniform
Tepidanaerobacter acetatoxydans,0.8936,0.0,1e-05,0.018,uniform
Pseudopropionibacterium propionicum,0.9506,0.0,0.0,0.018,uniform
Delftia sp,0.9044,0.0,1e-05,0.021,uniform
Desulfotomaculum nigrificans,0.9268,0.0,1e-05,0.054,uniform
Methylomonas methanica,0.8757,0.0,1e-05,0.013,uniform
Thermoanaerobacterium xylanolyticum,0.7349,0.0,1e-05,0.025,uniform
Bifidobacterium breve,0.8335,0.0,2e-05,0.093,uniform
Collimonas fungivorans,0.8895,0.0,1e-05,0.013,uniform
Lactobacillus kefiranofaciens,0.9204,0.0,1e-05,0.058,uniform
Desulfotomaculum kuznetsovii,0.9312,0.0,1e-05,0.041,uniform
Marinomonas posidonica,0.9043,0.0,1e-05,0.015,uniform
Serratia sp,0.9519,0.0,0.0,0.015,uniform
Thioalkalimicrobium cyclicum,0.8832,0.0,2e-05,0.151,uniform
Desulfotomaculum ruminis,0.902,0.0,1e-05,0.02,uniform
Hoyosella subflava,0.9262,0.0,1e-05,0.028,uniform
Corynebacterium ulcerans,0.8866,0.0,2e-05,0.107,uniform
Sphingobium chlorophenolicum,0.9516,0.0,1e-05,0.137,uniform
Frankia symbiont,0.9487,0.0,1e-05,0.049,uniform
Mycoplasma haemofelis,0.8127,0.0,5e-05,0.411,uniform
Isoptericola variabilis,0.8887,0.0,1e-05,0.038,uniform
Enterobacter aerogenes,0.7765,0.0,1e-05,0.019,uniform
Lacinutrix sp,0.9213,0.0,0.0,0.006,uniform
Thermodesulfobacterium geofontis,0.9023,0.0,1e-05,0.055,uniform
Myxococcus macrosporus,0.9351,0.0,0.0,0.007,uniform
Saprospira grandis,0.8712,0.0,0.0,0.009,uniform
Parageobacillus thermoglucosidasius,0.8534,0.0,1e-05,0.014,uniform
Streptococcus parasanguinis,0.9174,0.0,0.0,0.029,uniform
Corynebacterium resistens,0.8892,0.0,1e-05,0.063,uniform
Flexistipes sinusarabici,0.8898,0.0,1e-05,0.039,uniform
Runella slithyformis,0.7954,0.0,0.0,0.003,uniform
Treponema caldarium,0.7911,0.0,1e-05,0.015,uniform
Paenibacillus mucilaginosus,0.7981,0.0,0.0,0.003,uniform
Francisella sp,0.908,0.0,1e-05,0.043,uniform
Brachyspira intermedia,0.8824,0.0,0.0,0.006,uniform
Cupriavidus necator,0.8632,0.0,2e-05,0.075,uniform
Enterobacter ludwigii,0.9119,0.0,1e-05,0.032,uniform
Leuconostoc sp,0.815,0.0,2e-05,0.1,uniform
Weissella koreensis,0.9579,0.0,1e-05,0.09,uniform
Sulfobacillus acidophilus,0.9507,0.0,1e-05,0.077,uniform
Gordonia sp,0.9255,0.0,1e-05,0.028,uniform
Corynebacterium variabile,0.7949,0.0,2e-05,0.045,uniform
Leptospirillum ferriphilum,0.9328,0.0,1e-05,0.169,uniform
Streptococcus pseudopneumoniae,0.9665,0.0,0.0,0.029,uniform
Cyclobacterium marinum,0.8208,0.0,0.0,0.002,uniform
Turneriella parva,0.8407,0.0,1e-05,0.019,uniform
Emticicia oligotrophica,0.8932,0.0,0.0,0.003,uniform
Phaeobacter inhibens,0.849,0.0,2e-05,0.087,uniform
Acidithiobacillus ferrivorans,0.8647,0.0,1e-05,0.062,uniform
Acetobacterium woodii,0.8903,0.0,0.0,0.008,uniform
Thermoanaerobacter wiegelii,0.8192,0.0,1e-05,0.029,uniform
Streptomyces sp,0.8704,0.0,1e-05,0.017,uniform
Streptomyces violaceusniger,0.8879,0.0,0.0,0.006,uniform
Muricauda ruestringensis,0.9112,0.0,0.0,0.008,uniform
Caldicellulosiruptor lactoaceticus,0.9364,0.0,0.0,0.045,uniform
Mycoplasma putrefaciens,0.9645,0.0,1e-05,0.253,uniform
Streptococcus lutetiensis,0.8915,0.0,0.0,0.015,uniform
Enterobacter soli,0.9034,0.0,1e-05,0.021,uniform
Lactobacillus ruminis,0.6914,0.0,2e-05,0.031,uniform
Roseburia hominis,0.8465,0.0,0.0,0.004,uniform
Thioflavicoccus mobilis,0.8866,0.0,1e-05,0.036,uniform
Mycobacterium chubuense,0.8653,0.0,1e-05,0.027,uniform
Bacillus coagulans,0.9216,0.0,0.0,0.022,uniform
Acidaminococcus intestini,0.9716,0.0,0.0,0.036,uniform
Taylorella asinigenitalis,0.9402,0.0,1e-05,0.095,uniform
Glaciecola nitratireducens,0.9042,0.0,0.0,0.013,uniform
Exiguobacterium antarcticum,0.6498,0.0,2e-05,0.036,uniform
Clostridium clariflavum,0.9177,0.0,0.0,0.003,uniform
Pelagibacterium halotolerans,0.968,0.0,0.0,0.059,uniform
Pseudoxanthomonas spadix,0.8756,0.0,2e-05,0.11,uniform
Thermovirga lienii,0.8839,0.0,1e-05,0.119,uniform
Paenibacillus terrae,0.9198,0.0,0.0,0.006,uniform
Desulfosporosinus orientis,0.9029,0.0,0.0,0.002,uniform
Gordonia polyisoprenivorans,0.8709,0.0,1e-05,0.016,uniform
Bartonella australis,0.8838,0.0,1e-05,0.099,uniform
Bartonella vinsonii,0.9399,0.0,1e-05,0.128,uniform
Geobacillus thermoleovorans,0.8532,0.0,1e-05,0.095,uniform
Thermus sp,0.7952,0.0,4e-05,0.159,uniform
Granulicella mallensis,0.9168,0.0,0.0,0.007,uniform
Pediococcus claussenii,0.8317,0.0,1e-05,0.045,uniform
Dechlorosoma suillum,0.7073,0.0,2e-05,0.034,uniform
Thiocystis violascens,0.9392,0.0,0.0,0.019,uniform
Sphaerochaeta pleomorpha,0.9113,0.0,1e-05,0.016,uniform
Owenweeksia hongkongensis,0.9071,0.0,0.0,0.006,uniform
Mycobacterium rhodesiae,0.9146,0.0,0.0,0.02,uniform
Actinoplanes sp,0.9546,0.0,0.0,0.008,uniform
Oceanimonas sp,0.908,0.0,1e-05,0.049,uniform
Niastella koreensis,0.8947,0.0,0.0,0.001,uniform
Thermoanaerobacterium saccharolyticum,0.9058,0.0,1e-05,0.022,uniform
Tannerella forsythia,0.8181,0.0,1e-05,0.018,uniform
Acetomicrobium mobile,0.8356,0.0,2e-05,0.146,uniform
Klebsiella michiganensis,0.9301,0.0,1e-05,0.036,uniform
Desulfocurvibacter africanus,0.9268,0.0,0.0,0.018,uniform
Flavobacterium columnare,0.796,0.0,1e-05,0.005,uniform
Cycloclasticus sp,0.929,0.0,1e-05,0.09,uniform
Tistrella mobilis,0.9017,0.0,1e-05,0.058,uniform
Vibrio sp,0.9656,0.0,0.0,0.036,uniform
Thermus oshimai,0.958,0.0,1e-05,0.236,uniform
Thermobacillus composti,0.9268,0.0,0.0,0.019,uniform
Marinitoga piezophila,0.8948,0.0,1e-05,0.028,uniform
Clostridium sp,0.8095,0.0,0.0,0.004,uniform
Fervidobacterium pennivorans,0.9069,0.0,1e-05,0.059,uniform
Clostridium pasteurianum,0.8699,0.0,0.0,0.002,uniform
Desulfotomaculum gibsoniae,0.9009,0.0,0.0,0.01,uniform
Alistipes finegoldii,0.8977,0.0,0.0,0.002,uniform
Streptomyces hygroscopicus,0.9039,0.0,0.0,0.007,uniform
Aequorivita sublithincola,0.7658,0.0,1e-05,0.007,uniform
Belliella baltica,0.9282,0.0,0.0,0.005,uniform
Spirochaeta africana,0.91,0.0,1e-05,0.042,uniform
Ornithobacterium rhinotracheale,0.9131,0.0,0.0,0.01,uniform
Anabaena sp,0.9124,0.0,0.0,0.008,uniform
Streptococcus infantarius,0.9174,0.0,0.0,0.013,uniform
Mycobacterium intracellulare,0.9215,0.0,1e-05,0.116,uniform
Bifidobacterium asteroides,0.9515,0.0,1e-05,0.172,uniform
Gottschalkia acidurici,0.7812,0.0,1e-05,0.006,uniform
Sulfurospirillum barnesii,0.8835,0.0,1e-05,0.029,uniform
Desulfitobacterium dichloroeliminans,0.8881,0.0,0.0,0.013,uniform
Bernardetia litoralis,0.8172,0.0,0.0,0.002,uniform
Echinicola vietnamensis,0.8708,0.0,0.0,0.004,uniform
Mycobacterium yongonense,0.9258,0.0,1e-05,0.091,uniform
Desulfitobacterium dehalogenans,0.9167,0.0,0.0,0.011,uniform
Solitalea canadensis,0.8749,0.0,0.0,0.003,uniform
Frateuria aurantia,0.8026,0.0,2e-05,0.055,uniform
Paenibacillus larvae,0.895,0.0,0.0,0.012,uniform
Mesorhizobium australicum,0.8871,0.0,1e-05,0.017,uniform
Halobacteroides halobius,0.8593,0.0,0.0,0.014,uniform
Desulfomonile tiedjei,0.8979,0.0,0.0,0.006,uniform
Singulisphaera acidiphila,0.8881,0.0,0.0,0.003,uniform
Prevotella dentalis,0.8788,0.0,1e-05,0.017,uniform
Terriglobus roseus,0.8709,0.0,1e-05,0.017,uniform
Methylophaga frappieri,0.9416,0.0,1e-05,0.078,uniform
Deinococcus peraridilitoris,0.9277,0.0,1e-05,0.051,uniform
Corallococcus coralloides,0.927,0.0,0.0,0.004,uniform
Methylophaga nitratireducenticrescens,0.9371,0.0,0.0,0.025,uniform
Francisella noatunensis,0.9248,0.0,1e-05,0.055,uniform
Rahnella aquatilis,0.8974,0.0,1e-05,0.029,uniform
Amycolatopsis keratiniphila,0.9583,0.0,0.0,0.009,uniform
Ignavibacterium album,0.8265,0.0,0.0,0.004,uniform
Alcanivorax dieselolei,0.784,0.0,1e-05,0.039,uniform
Rhodanobacter denitrificans,0.9587,0.0,0.0,0.059,uniform
Helicobacter cetorum,0.8591,0.0,1e-05,0.036,uniform
Providencia stuartii,0.8989,0.0,0.0,0.008,uniform
Acidipropionibacterium acidipropionici,0.9075,0.0,1e-05,0.035,uniform
Cyanobium gracile,0.948,0.0,1e-05,0.116,uniform
Prevotella intermedia,0.9317,0.0,1e-05,0.054,uniform
Enterococcus hirae,0.8985,0.0,0.0,0.009,uniform
Mesotoga prima,0.8988,0.0,1e-05,0.041,uniform
Bdellovibrio exovorus,0.8082,0.0,1e-05,0.026,uniform
Candidatus Endolissoclinum,0.9611,0.0,1e-05,0.175,uniform
Rivularia sp,0.8324,0.0,0.0,0.001,uniform
Advenella kashmirensis,0.9653,0.0,0.0,0.026,uniform
Melioribacter roseus,0.8816,0.0,1e-05,0.024,uniform
Flammeovirga sp,0.8463,0.0,0.0,0.002,uniform
Enterococcus faecium,0.7554,0.0,1e-05,0.01,uniform
Gloeobacter kilaueensis,0.9417,0.0,0.0,0.021,uniform
Pleurocapsa sp,0.8046,0.0,1e-05,0.009,uniform
Geitlerinema sp,0.8912,0.0,1e-05,0.022,uniform
Pseudanabaena sp,0.9432,0.0,0.0,0.016,uniform
Chroococcidiopsis thermalis,0.8236,0.0,0.0,0.005,uniform
Oscillatoria acuminata,0.9058,0.0,0.0,0.003,uniform
Oscillatoria nigro,0.9084,0.0,0.0,0.002,uniform
Crinalium epipsammum,0.8525,0.0,0.0,0.005,uniform
Desulfosporosinus meridiei,0.8366,0.0,0.0,0.007,uniform
Microcoleus sp,0.7646,0.0,0.0,0.002,uniform
Desulfosporosinus acidiphilus,0.9168,0.0,0.0,0.007,uniform
Gloeocapsa sp,0.9382,0.0,0.0,0.005,uniform
Stanieria cyanosphaera,0.9024,0.0,0.0,0.004,uniform
Anabaena cylindrica,0.7979,0.0,0.0,0.003,uniform
Staphylococcus warneri,0.7616,0.0,1e-05,0.018,uniform
Corynebacterium terpenotabidum,0.9596,0.0,1e-05,0.108,uniform
Corynebacterium halotolerans,0.8758,0.0,2e-05,0.054,uniform
Thermacetogenium phaeum,0.8936,0.0,1e-05,0.058,uniform
Marinobacter sp,0.9572,0.0,0.0,0.04,uniform
Enterobacter kobei,0.9001,0.0,1e-05,0.041,uniform
Octadecabacter antarcticus,0.925,0.0,1e-05,0.021,uniform
Octadecabacter arcticus,0.7945,0.0,1e-05,0.021,uniform
Bibersteinia trehalosi,0.7101,0.0,1e-05,0.009,uniform
Simiduia agarivorans,0.8408,0.0,1e-05,0.019,uniform
Burkholderia cepacia,0.9394,0.0,1e-05,0.291,uniform
Xanthomonas citri,0.9747,0.0,0.0,0.071,uniform
Nocardiopsis alba,0.8699,0.0,1e-05,0.013,uniform
Liberibacter crescens,0.8756,0.0,2e-05,0.085,uniform
Streptococcus constellatus,0.9411,0.0,0.0,0.032,uniform
Methylobacterium oryzae,0.9263,0.0,1e-05,0.031,uniform
Paraglaciecola psychrophila,0.9028,0.0,0.0,0.005,uniform
Bacillus velezensis,0.8593,0.0,1e-05,0.058,uniform
Leuconostoc gelidum,0.928,0.0,1e-05,0.064,uniform
Alteromonas macleodii,0.8878,0.0,0.0,0.01,uniform
Leuconostoc carnosum,0.8921,0.0,1e-05,0.071,uniform
Streptococcus anginosus,0.9176,0.0,0.0,0.033,uniform
Paraburkholderia phenoliruptrix,0.8743,0.0,1e-05,0.044,uniform
Dehalobacter sp,0.9436,0.0,0.0,0.032,uniform
Nocardia brasiliensis,0.9346,0.0,0.0,0.006,uniform
Psychroflexus torquis,0.8714,0.0,0.0,0.004,uniform
Pseudomonas sp,0.9338,0.0,0.0,0.018,uniform
Mycobacterium liflandii,0.8924,0.0,1e-05,0.067,uniform
Advenella mimigardefordensis,0.829,0.0,1e-05,0.013,uniform
Bacillus lehensis,0.9318,0.0,0.0,0.011,uniform
Corynebacterium maris,0.7732,0.0,2e-05,0.058,uniform
Enterobacteriaceae bacterium,0.8614,0.0,1e-05,0.022,uniform
Cyanobacterium stanieri,0.8329,0.0,1e-05,0.019,uniform
Calothrix sp,0.8461,0.0,0.0,0.004,uniform
Dactylococcopsis salina,0.9418,0.0,0.0,0.014,uniform
Halothece sp,0.8654,0.0,1e-05,0.013,uniform
Leptolyngbya sp,0.8751,0.0,0.0,0.006,uniform
Cyanobacterium aponinum,0.7548,0.0,1e-05,0.006,uniform
Serratia marcescens,0.8025,0.0,1e-05,0.023,uniform
Candidatus Kinetoplastibacterium,0.9006,0.0,4e-05,0.41,uniform
Planktomarina temperata,0.8796,0.0,1e-05,0.033,uniform
Desulfocapsa sulfexigens,0.8912,0.0,0.0,0.012,uniform
Thioalkalivibrio nitratireducens,0.968,0.0,0.0,0.083,uniform
Legionella oakridgensis,0.9042,0.0,1e-05,0.038,uniform
Staphylococcus pasteuri,0.8867,0.0,0.0,0.015,uniform
Rhizobium tropici,0.8859,0.0,1e-05,0.024,uniform
Myxococcus stipitatus,0.9312,0.0,0.0,0.002,uniform
Sphingomonas sp,0.9452,0.0,1e-05,0.067,uniform
Clostridium stercorarium,0.9715,0.0,0.0,0.026,uniform
Pseudomonas poae,0.9129,0.0,0.0,0.018,uniform
Campylobacter coli,0.9381,0.0,1e-05,0.047,uniform
Paenibacillus sabinae,0.8907,0.0,1e-05,0.013,uniform
Treponema pedis,0.9161,0.0,0.0,0.012,uniform
Clostridium saccharoperbutylacetonicum,0.8724,0.0,0.0,0.005,uniform
Edwardsiella piscicida,0.8853,0.0,1e-05,0.108,uniform
Raoultella ornithinolytica,0.9449,0.0,0.0,0.022,uniform
Pseudomonas denitrificans,0.9588,0.0,0.0,0.014,uniform
Morganella morganii,0.9243,0.0,0.0,0.016,uniform
Bifidobacterium thermophilum,0.9446,0.0,1e-05,0.085,uniform
Polaribacter sp,0.8029,0.0,1e-05,0.007,uniform
Corynebacterium casei,0.9167,0.0,1e-05,0.057,uniform
Corynebacterium vitaeruminis,0.9267,0.0,1e-05,0.043,uniform
Corynebacterium callunae,0.89,0.0,1e-05,0.043,uniform
Komagataeibacter xylinus,0.9515,0.0,1e-05,0.087,uniform
Streptomyces albidoflavus,0.8377,0.0,1e-05,0.028,uniform
Flammeovirgaceae bacterium,0.9348,0.0,0.0,0.002,uniform
Roseibacterium elongatum,0.9459,0.0,1e-05,0.1,uniform
Alcanivorax pacificus,0.8931,0.0,1e-05,0.031,uniform
Thalassospira xiamenensis,0.9461,0.0,0.0,0.021,uniform
Celeribacter indicus,0.9097,0.0,1e-05,0.042,uniform
Psychromonas sp,0.8856,0.0,1e-05,0.025,uniform
Streptococcus cristatus,0.8251,0.0,1e-05,0.029,uniform
Mannheimia haemolytica,0.8841,0.0,0.0,0.006,uniform
Enterococcus casseliflavus,0.9281,0.0,0.0,0.013,uniform
Candidatus Symbiobacter,0.8796,0.0,1e-05,0.067,uniform
Spiroplasma taiwanense,0.8386,0.0,2e-05,0.08,uniform
Spiroplasma diminutum,0.8197,0.0,3e-05,0.197,uniform
Spiroplasma chrysopicola,0.9129,0.0,1e-05,0.145,uniform
Spiroplasma syrphidicola,0.9511,0.0,1e-05,0.206,uniform
Streptomyces fulvissimus,0.8695,0.0,1e-05,0.014,uniform
Corynebacterium humireducens,0.8515,0.0,2e-05,0.101,uniform
Cutibacterium avidum,0.9247,0.0,1e-05,0.094,uniform
Bacillus sp,0.8898,0.0,0.0,0.004,uniform
Streptococcus iniae,0.8752,0.0,0.0,0.009,uniform
Candidatus Saccharimonas,0.8536,0.0,1e-05,0.026,uniform
Pseudomonas mandelii,0.8165,0.0,1e-05,0.014,uniform
Spiribacter salinus,0.8964,0.0,2e-05,0.224,uniform
Bacillus paralicheniformis,0.8999,0.0,0.0,0.009,uniform
Photobacterium gaetbulicola,0.9302,0.0,1e-05,0.147,uniform
Acidithiobacillus caldus,0.8531,0.0,2e-05,0.055,uniform
Cycloclasticus zancles,0.8727,0.0,1e-05,0.06,uniform
Myxococcus fulvus,0.896,0.0,0.0,0.003,uniform
Bifidobacterium indicum,0.832,0.0,5e-05,0.437,uniform
Serratia plymuthica,0.9311,0.0,0.0,0.017,uniform
Serratia liquefaciens,0.9333,0.0,0.0,0.018,uniform
Geobacillus genomosp,0.9444,0.0,1e-05,0.065,uniform
Streptomyces collinus,0.9257,0.0,0.0,0.023,uniform
Actinoplanes friuliensis,0.6021,0.0,1e-05,0.005,uniform
Corynebacterium argentoratense,0.9709,0.0,0.0,0.085,uniform
Aureimonas sp,0.9585,0.0,1e-05,0.072,uniform
Candidatus Sodalis,0.9136,0.0,1e-05,0.076,uniform
Sodalis praecaptivus,0.9256,0.0,1e-05,0.027,uniform
Hymenobacter sp,0.9172,0.0,0.0,0.006,uniform
Bacillus infantis,0.8996,0.0,0.0,0.007,uniform
Sphingomonas sanxanigenens,0.9305,0.0,0.0,0.016,uniform
Paracoccus aminophilus,0.9417,0.0,0.0,0.032,uniform
Edwardsiella anguillarum,0.9651,0.0,0.0,0.084,uniform
Spiroplasma culicicola,0.8917,0.0,1e-05,0.107,uniform
Spiroplasma apis,0.9028,0.0,2e-05,0.186,uniform
Leptospira santarosai,0.7131,0.0,1e-05,0.023,uniform
Synthetic Escherichia,0.9464,0.0,1e-05,0.091,uniform
Comamonas testosteroni,0.9017,0.0,0.0,0.015,uniform
Vibrio alginolyticus,0.92,0.0,1e-05,0.043,uniform
Clostridium saccharobutylicum,0.8648,0.0,0.0,0.001,uniform
Cronobacter malonaticus,0.9439,0.0,0.0,0.046,uniform
Clostridium autoethanogenum,0.9341,0.0,0.0,0.006,uniform
Corynebacterium doosanense,0.9333,0.0,1e-05,0.08,uniform
Bacteroidales bacterium,0.8481,0.0,1e-05,0.018,uniform
Leisingera methylohalidivorans,0.9808,0.0,0.0,0.056,uniform
Streptococcus sp,0.943,0.0,0.0,0.03,uniform
Carnobacterium inhibens,0.83,0.0,0.0,0.008,uniform
Mycobacterium kansasii,0.9248,0.0,0.0,0.026,uniform
Lysinibacillus varians,0.872,0.0,0.0,0.004,uniform
Corynebacterium lactis,0.9312,0.0,1e-05,0.093,uniform
Corynebacterium glyciniphilum,0.8788,0.0,1e-05,0.059,uniform
Nocardia nova,0.7761,0.0,1e-05,0.009,uniform
Bacillus toyonensis,0.9234,0.0,0.0,0.004,uniform
Rhizobium gallicum,0.9522,0.0,0.0,0.026,uniform
Clostridium baratii,0.8309,0.0,0.0,0.003,uniform
Candidatus Thioglobus,0.8535,0.0,1e-05,0.06,uniform
Hyphomicrobium nitrativorans,0.8802,0.0,1e-05,0.069,uniform
Candidatus Saccharibacteria,0.8934,0.0,1e-05,0.032,uniform
Ehrlichia muris,0.9256,0.0,2e-05,0.22,uniform
Candidatus Hepatoplasma,0.8327,0.0,4e-05,0.335,uniform
Spiroplasma sabaudiense,0.9258,0.0,2e-05,0.271,uniform
Mycobacterium neoaurum,0.8745,0.0,1e-05,0.038,uniform
Pandoraea pnomenusa,0.9051,0.0,1e-05,0.029,uniform
Salinispira pacifica,0.9276,0.0,1e-05,0.028,uniform
Mannheimia sp,0.7741,0.0,1e-05,0.007,uniform
Mannheimia varigena,0.8244,0.0,0.0,0.01,uniform
Achromobacter xylosoxidans,0.9186,0.0,0.0,0.013,uniform
Phaeobacter gallaeciensis,0.929,0.0,1e-05,0.071,uniform
Pseudomonas monteilii,0.9201,0.0,1e-05,0.035,uniform
Rhodococcus pyridinivorans,0.9423,0.0,0.0,0.046,uniform
Escherichia albertii,0.9318,0.0,0.0,0.015,uniform
Thermocrinis ruber,0.9539,0.0,1e-05,0.122,uniform
Thioalkalivibrio paradoxus,0.9315,0.0,1e-05,0.053,uniform
Thioalkalimicrobium aerophilum,0.8838,0.0,1e-05,0.066,uniform
Marichromatium purpuratum,0.9532,0.0,0.0,0.03,uniform
Desulfitobacterium metallireducens,0.8857,0.0,1e-05,0.019,uniform
Dehalobacter restrictus,0.8341,0.0,2e-05,0.06,uniform
Barnesiella viscericola,0.9032,0.0,0.0,0.001,uniform
Niabella soli,0.9314,0.0,0.0,0.008,uniform
Pseudomonas cichorii,0.8727,0.0,0.0,0.011,uniform
Chania multitudinisentens,0.8761,0.0,0.0,0.011,uniform
Desulfurella acetivorans,0.9633,0.0,0.0,0.064,uniform
Opitutaceae bacterium,0.9168,0.0,0.0,0.004,uniform
Thermosipho sp,0.8213,0.0,1e-05,0.048,uniform
Gemmatirosa kalamazoonesis,0.9416,0.0,0.0,0.017,uniform
Fimbriimonas ginsengisoli,0.8027,0.0,1e-05,0.012,uniform
Gynuella sunshinyii,0.8809,0.0,0.0,0.003,uniform
Hymenobacter swuensis,0.8742,0.0,0.0,0.005,uniform
Marinobacter similis,0.9585,0.0,0.0,0.031,uniform
Marinobacter salarius,0.9312,0.0,1e-05,0.027,uniform
Mycoplasma bovoculi,0.9028,0.0,3e-05,0.228,uniform
Kutzneria albida,0.9448,0.0,0.0,0.006,uniform
Corynebacterium falsenii,0.9846,0.0,0.0,0.109,uniform
Bordetella holmesii,0.9148,0.0,1e-05,0.047,uniform
Virgibacillus sp,0.8182,0.0,1e-05,0.012,uniform
Sulfurospirillum multivorans,0.9131,0.0,0.0,0.027,uniform
Siansivirga zeaxanthinifaciens,0.8637,0.0,0.0,0.007,uniform
Staphylococcus xylosus,0.9498,0.0,0.0,0.012,uniform
Kosakonia sacchari,0.9132,0.0,1e-05,0.02,uniform
Mycobacterium chelonae,0.9632,0.0,0.0,0.034,uniform
Mycoplasma dispar,0.8964,0.0,2e-05,0.226,uniform
Yersinia similis,0.8837,0.0,1e-05,0.016,uniform
Rhodoplanes sp,0.7978,0.0,1e-05,0.005,uniform
Dyella jiangningensis,0.9521,0.0,0.0,0.019,uniform
Gilliamella apicola,0.8526,0.0,1e-05,0.011,uniform
Snodgrassella alvi,0.8984,0.0,1e-05,0.012,uniform
Draconibacterium orientale,0.8185,0.0,0.0,0.003,uniform
Peptoclostridium acidaminophilum,0.6579,0.0,2e-05,0.032,uniform
Bifidobacterium kashiwanohense,0.8713,0.0,1e-05,0.118,uniform
Bifidobacterium pseudolongum,0.8889,0.0,2e-05,0.187,uniform
Ehrlichia sp,0.8638,0.0,4e-05,0.21,uniform
Polynucleobacter duraquae,0.9718,0.0,1e-05,0.117,uniform
Pseudomonas balearica,0.8402,0.0,1e-05,0.023,uniform
Bacillus bombysepticus,0.9246,0.0,0.0,0.005,uniform
Rubrobacter radiotolerans,0.8503,0.0,2e-05,0.1,uniform
Trueperella pyogenes,0.8789,0.0,1e-05,0.041,uniform
Mycoplasma yeatsii,0.924,0.0,2e-05,0.224,uniform
Mycoplasma californicum,0.8422,0.0,4e-05,0.242,uniform
Enterobacter asburiae,0.9604,0.0,0.0,0.044,uniform
Citrobacter freundii,0.9559,0.0,0.0,0.025,uniform
Aeromonas media,0.7921,0.0,1e-05,0.016,uniform
Streptomyces albulus,0.9344,0.0,0.0,0.01,uniform
Weissella ceti,0.827,0.0,2e-05,0.091,uniform
Staphylococcus capitis,0.9567,0.0,0.0,0.015,uniform
Bacteroides dorei,0.8124,0.0,0.0,0.001,uniform
Bacillus pseudomycoides,0.9529,0.0,0.0,0.003,uniform
Streptomyces lydicus,0.9294,0.0,0.0,0.01,uniform
Actinobacillus equuli,0.8339,0.0,0.0,0.009,uniform
Neisseria elongata,0.8716,0.0,1e-05,0.015,uniform
Bacillus methanolicus,0.827,0.0,1e-05,0.016,uniform
